reputation_change_year,reputation_change_quarter,reputation_change_month,reputation_change_week,reputation_change_day,badge_bronze,badge_silver,badge_gold,account_age_days,expertise_level
10,10,10,0,0,42,28,0,4670,Beginner
0,0,0,0,0,29,28,4,4421,Beginner
10,10,10,0,0,13,17,4,4097,Beginner
0,0,0,0,0,25,24,0,4007,Beginner
0,0,0,0,0,16,18,2,3985,Beginner
0,0,0,0,0,23,17,2,3720,Beginner
10,10,10,0,0,14,13,1,3573,Beginner
30,30,30,0,0,12,13,1,3561,Beginner
10,10,10,0,0,38,26,9,3443,Beginner
0,0,0,0,0,30,21,4,3423,Beginner
20,20,20,0,0,51,18,0,3288,Beginner
0,0,0,0,0,15,13,1,3052,Beginner
10,10,10,0,0,49,31,5,3622,Beginner
10,10,10,0,0,33,20,3,2810,Beginner
0,0,0,0,0,33,17,1,2358,Beginner
0,0,0,0,0,14,3,2,729,Beginner
0,0,0,0,0,20,26,3,5877,Beginner
0,0,0,0,0,43,28,5,5780,Beginner
0,0,0,0,0,26,22,3,5428,Beginner
0,0,0,0,0,80,52,10,5292,Beginner
0,0,0,0,0,42,27,2,4822,Advanced
50,50,50,0,0,50,38,4,3199,Advanced
0,0,0,0,0,61,45,6,5243,Advanced
20,20,20,0,0,47,37,4,5233,Advanced
0,0,0,0,0,81,63,18,4882,Advanced
0,0,0,0,0,49,30,2,4674,Advanced
0,0,0,0,0,18,21,2,5981,Advanced
10,10,10,0,0,48,44,8,4865,Advanced
30,30,30,10,0,27,23,4,4565,Advanced
0,0,0,0,0,65,48,4,4561,Advanced
20,20,20,0,0,43,26,4,3548,Advanced
0,0,0,0,0,32,25,1,4589,Advanced
10,10,10,0,0,42,38,1,2907,Advanced
78,78,78,10,0,44,25,4,4626,Advanced
10,10,10,0,0,67,46,5,4295,Advanced
0,0,0,0,0,52,32,4,3840,Advanced
0,0,0,0,0,94,59,10,5190,Advanced
0,0,0,0,0,32,31,7,5999,Advanced
20,20,20,0,0,75,51,3,5467,Advanced
0,0,0,0,0,57,55,7,5154,Advanced
20,20,20,0,0,64,51,5,5011,Advanced
0,0,0,0,0,43,35,1,5683,Advanced
0,0,0,0,0,118,80,17,5116,Advanced
10,10,10,0,0,51,37,2,4630,Advanced
0,0,0,0,0,34,20,1,4365,Advanced
20,20,20,0,0,87,57,13,4193,Advanced
10,10,10,0,0,112,85,25,5462,Advanced
0,0,0,0,0,70,53,5,5136,Advanced
0,0,0,0,0,71,46,3,4626,Advanced
0,0,0,0,0,38,39,1,4937,Advanced
20,20,20,0,0,71,50,12,4413,Advanced
0,0,0,0,0,46,26,6,3623,Advanced
20,20,20,0,0,54,31,8,2411,Advanced
18,18,18,0,0,32,23,1,2184,Advanced
0,0,0,0,0,76,59,16,4959,Advanced
0,0,0,0,0,40,30,1,4280,Advanced
10,10,10,10,0,77,54,5,5993,Advanced
0,0,0,0,0,37,40,13,5829,Advanced
38,38,38,0,0,141,83,6,5441,Advanced
10,10,10,0,0,114,77,23,5358,Advanced
20,20,20,0,0,88,72,5,4317,Advanced
22,22,22,0,0,74,49,16,4205,Advanced
30,30,30,0,0,87,49,10,3010,Advanced
50,50,50,0,0,44,23,3,2137,Advanced
20,20,20,0,0,67,53,10,5894,Advanced
0,0,0,0,0,171,107,40,5102,Advanced
10,10,10,0,0,41,39,4,4799,Advanced
10,10,10,0,0,88,67,6,4641,Advanced
0,0,0,0,0,63,41,6,4330,Advanced
10,10,10,0,0,96,65,11,5178,Advanced
30,30,30,0,0,128,80,18,4790,Advanced
40,40,40,0,0,67,31,4,4127,Advanced
10,10,10,0,0,11,24,5,5984,Advanced
90,90,90,20,0,70,52,9,2891,Advanced
0,0,0,0,0,79,62,18,5421,Advanced
20,20,20,0,0,5,15,1,4596,Advanced
0,0,0,0,0,32,30,1,4419,Advanced
20,20,20,0,0,73,57,13,4412,Advanced
0,0,0,0,0,66,38,10,4386,Advanced
20,20,20,0,0,53,43,1,4624,Advanced
10,10,10,0,0,62,54,9,5750,Advanced
10,10,10,0,0,59,38,4,5724,Advanced
0,0,0,0,0,51,41,3,4119,Advanced
52,52,52,10,0,39,19,2,2322,Advanced
10,10,10,0,0,105,65,11,4793,Advanced
0,0,0,0,0,32,33,2,5983,Advanced
10,10,10,0,0,77,51,4,5576,Advanced
0,0,0,0,0,135,74,15,5254,Advanced
0,0,0,0,0,81,54,16,4909,Advanced
19,19,19,0,0,87,58,7,4452,Advanced
0,0,0,0,0,40,37,3,5963,Advanced
20,20,20,0,0,55,51,4,4731,Advanced
50,50,50,0,0,32,32,9,5447,Advanced
0,0,0,0,0,68,42,5,4528,Advanced
60,60,60,20,0,50,40,1,4409,Advanced
20,20,20,0,0,121,77,13,5945,Advanced
8,8,8,0,0,138,74,15,4643,Advanced
20,20,20,10,0,48,39,2,4225,Advanced
10,10,10,0,0,64,55,6,5722,Advanced
10,10,10,0,0,84,56,11,5449,Advanced
0,0,0,0,0,104,66,7,4700,Advanced
70,70,70,20,0,80,71,3,3789,Advanced
30,30,30,0,0,36,33,4,5970,Advanced
10,10,10,0,0,59,55,7,5913,Advanced
0,0,0,0,0,44,29,1,5694,Advanced
10,10,10,0,0,70,66,2,5168,Advanced
10,10,10,0,0,51,24,0,4557,Advanced
0,0,0,0,0,49,51,7,3386,Advanced
75,75,75,10,0,44,27,2,2740,Advanced
30,30,30,0,0,94,70,22,5089,Advanced
0,0,0,0,0,54,44,11,4981,Advanced
10,10,10,0,0,56,45,2,5868,Advanced
60,60,60,0,0,15,15,3,4014,Advanced
10,10,10,0,0,80,53,6,5807,Advanced
60,60,60,20,0,87,94,4,3160,Expert
40,40,40,0,0,215,142,35,5406,Expert
50,50,50,20,0,73,64,17,5984,Expert
10,10,10,0,0,82,62,6,5732,Expert
8,8,8,0,0,100,79,8,4913,Expert
50,50,50,10,0,136,96,27,4658,Expert
40,40,40,0,0,68,69,21,5993,Expert
68,68,68,10,0,94,69,22,5814,Expert
90,90,90,10,0,10,19,3,5932,Expert
0,0,0,0,0,132,92,15,5734,Expert
8,8,8,0,0,204,135,33,5682,Expert
40,40,40,10,0,67,79,8,5588,Expert
0,0,0,0,0,189,108,14,5907,Expert
30,30,30,0,0,78,46,7,5561,Expert
10,10,10,10,0,111,76,14,4675,Expert
160,160,160,60,0,179,130,24,5178,Expert
120,120,120,20,0,22,29,3,5980,Expert
70,70,70,0,0,33,40,4,5300,Expert
40,40,40,0,0,124,99,22,5990,Expert
40,40,40,10,0,177,137,23,5375,Expert
10,10,10,0,0,57,32,3,5981,Expert
130,130,130,20,0,150,104,13,5087,Expert
0,0,0,0,0,116,92,16,5891,Expert
60,60,60,30,0,146,111,30,4976,Expert
245,245,245,20,0,96,68,9,3654,Expert
0,0,0,0,0,224,125,22,5931,Expert
50,50,50,0,0,237,125,28,5602,Expert
50,50,50,0,0,93,83,9,5562,Expert
20,20,20,0,0,97,84,14,4971,Expert
40,40,40,10,0,119,99,35,5977,Expert
30,30,30,20,0,209,143,40,5971,Expert
10,10,10,0,0,123,105,39,5609,Expert
70,70,70,10,0,4,15,3,4700,Expert
120,120,120,10,0,54,43,8,5835,Expert
8,8,8,0,0,114,121,15,2875,Expert
70,70,70,0,0,38,37,5,5760,Expert
20,20,20,0,0,128,98,13,4753,Expert
120,120,120,0,0,266,145,40,5192,Expert
8,8,8,10,0,93,63,8,5956,Expert
10,10,10,0,0,97,71,9,5817,Expert
0,0,0,0,0,89,90,3,5850,Expert
90,90,90,0,0,229,149,45,5183,Expert
40,40,40,0,0,123,120,12,5287,Expert
58,58,58,0,0,85,84,12,5287,Expert
20,20,20,0,0,90,70,7,5115,Expert
50,50,50,0,0,40,18,2,2981,Expert
40,40,40,10,0,95,89,15,4142,Expert
30,30,30,0,0,65,46,4,5008,Expert
20,20,20,0,0,166,106,23,5022,Expert
40,40,40,0,0,248,171,78,5550,Expert
20,20,20,10,0,68,66,5,5964,Expert
60,60,60,10,0,66,83,7,5446,Expert
10,10,10,0,0,157,124,30,5984,Expert
10,10,10,0,0,95,51,3,5003,Expert
100,100,100,10,0,441,256,89,4872,Expert
30,30,30,0,0,147,117,20,4390,Expert
0,0,0,0,0,108,98,29,5879,Expert
0,0,0,0,0,98,70,4,5254,Expert
10,10,10,0,0,59,45,7,3459,Expert
10,10,10,0,0,272,191,71,5718,Expert
0,0,0,0,0,97,84,5,4541,Expert
10,10,10,0,0,92,52,6,2494,Expert
0,0,0,0,0,206,125,42,5672,Expert
38,38,38,0,0,204,127,33,5359,Expert
30,30,30,0,0,110,82,16,5857,Expert
78,78,78,20,0,74,66,10,5332,Expert
20,20,20,0,0,175,129,24,5738,Expert
20,20,20,20,0,120,89,13,5985,Expert
50,50,50,10,0,61,46,7,5880,Expert
50,50,50,0,0,89,94,11,5650,Expert
40,40,40,19,0,126,83,11,4773,Expert
60,60,60,10,0,74,56,9,4413,Expert
0,0,0,0,0,77,60,6,5982,Expert
35,35,35,0,0,70,61,7,4062,Expert
0,0,0,0,0,77,83,6,4979,Expert
129,129,129,0,0,127,94,8,3698,Expert
20,20,20,0,0,94,59,5,3772,Expert
10,10,10,0,0,152,118,27,6003,Expert
10,10,10,0,0,115,111,25,5386,Expert
70,70,70,10,0,113,79,17,4399,Expert
40,40,40,0,0,94,75,16,6012,Expert
40,40,40,0,0,97,66,8,4993,Expert
60,60,60,10,0,72,50,4,5139,Expert
30,30,30,0,0,63,53,18,5138,Expert
50,50,50,0,0,66,59,6,4303,Expert
40,40,40,10,0,251,162,43,5918,Expert
50,50,50,0,0,82,59,11,4652,Expert
30,30,30,0,0,231,166,65,5835,Expert
20,20,20,0,0,105,72,9,5776,Expert
10,10,10,0,0,92,64,15,4815,Expert
30,30,30,0,0,144,110,13,4083,Expert
0,0,0,0,0,13,15,1,4833,Expert
50,50,50,0,0,126,111,15,5523,Expert
10,10,10,0,0,70,47,13,2972,Expert
40,40,40,0,0,96,88,13,5714,Expert
37,37,37,10,0,121,90,28,5660,Expert
20,20,20,0,0,80,71,3,3611,Expert
0,0,0,0,0,85,51,14,3579,Expert
40,40,40,0,0,53,58,22,5838,Expert
0,0,0,0,0,44,42,4,5473,Expert
10,10,10,0,0,22,19,3,4735,Expert
20,20,20,10,0,219,144,42,4860,Expert
10,10,10,0,0,88,64,7,4855,Expert
30,30,30,0,0,70,62,6,4172,Expert
10,10,10,0,0,73,45,4,3807,Expert
30,30,30,0,0,113,65,10,5926,Expert
0,0,0,0,0,116,83,16,5561,Expert
30,30,30,0,0,57,41,9,3881,Expert
10,10,10,0,0,30,22,1,5793,Expert
20,20,20,0,0,51,43,3,3856,Expert
110,110,110,0,0,54,55,10,4935,Expert
110,110,110,0,0,42,30,7,4615,Expert
40,40,40,0,0,67,46,6,3236,Expert
20,20,20,0,0,72,42,4,4360,Expert
220,220,220,10,0,81,50,5,2643,Expert
20,20,20,0,0,79,55,18,5968,Expert
0,0,0,0,0,25,23,1,5829,Expert
0,0,0,0,0,43,36,5,4644,Expert
40,40,40,0,0,51,32,8,3291,Expert
72,72,72,0,0,201,112,39,3411,Expert
30,30,30,10,0,63,48,17,5472,Expert
30,30,30,10,0,66,50,15,3973,Expert
0,0,0,0,0,247,151,36,5565,Expert
40,40,40,0,0,231,136,39,5367,Expert
20,20,20,0,0,48,38,2,3538,Expert
40,40,40,0,0,61,46,10,5337,Expert
10,10,10,0,0,113,71,8,4980,Expert
0,0,0,0,0,71,58,2,5414,Expert
10,10,10,0,0,71,59,3,4777,Expert
10,10,10,0,0,74,46,6,4611,Expert
0,0,0,0,0,37,28,1,5665,Expert
20,20,20,0,0,287,163,56,5409,Expert
10,10,10,0,0,33,35,4,4946,Expert
10,10,10,0,0,100,70,16,4912,Expert
80,80,80,30,0,46,33,4,4120,Expert
10,10,10,0,0,43,44,2,5929,Expert
0,0,0,0,0,117,65,14,5682,Expert
0,0,0,0,0,102,41,3,4670,Expert
18,18,18,0,0,295,146,39,5465,Expert
20,20,20,0,0,98,62,8,5984,Expert
20,20,20,0,0,59,50,13,5667,Expert
0,0,0,0,0,96,72,26,5289,Expert
20,20,20,0,0,63,46,8,3972,Expert
10,10,10,0,0,84,55,3,6003,Expert
10,10,10,10,0,36,34,6,5983,Expert
10,10,10,0,0,100,71,17,5045,Expert
20,20,20,0,0,72,42,11,4923,Expert
100,100,100,0,0,9,14,1,4297,Expert
40,40,40,0,0,4,14,3,4368,Expert
20,20,20,0,0,59,49,7,3499,Expert
0,0,0,0,0,84,54,6,3348,Expert
10,10,10,0,0,59,50,7,5852,Expert
0,0,0,0,0,76,48,5,4183,Expert
0,0,0,0,0,82,52,2,5837,Expert
10,10,10,0,0,24,7,1,2247,Expert
6,6,6,0,0,136,80,15,5147,Expert
0,0,0,0,0,70,68,9,2768,Expert
10,10,10,0,0,56,56,9,5896,Expert
0,0,0,0,0,106,82,28,5138,Expert
0,0,0,0,0,48,46,4,4759,Expert
18,18,18,0,0,51,40,6,5984,Expert
30,30,30,0,0,46,44,8,5763,Expert
0,0,0,0,0,86,66,2,4890,Expert
90,90,90,20,0,59,41,4,4140,Expert
10,10,10,0,0,149,108,33,5178,Expert
10,10,10,0,0,80,50,7,5052,Expert
10,10,10,0,0,68,48,7,4934,Expert
10,10,10,10,0,66,42,7,5415,Expert
0,0,0,0,0,79,63,6,5550,Expert
20,20,20,10,0,56,40,2,4742,Expert
0,0,0,0,0,128,83,23,4659,Expert
28,28,28,0,0,109,80,35,5455,Expert
8,8,8,0,0,120,86,22,5088,Expert
0,0,0,0,0,81,55,5,5085,Expert
10,10,10,0,0,83,57,11,4876,Expert
70,70,70,0,0,50,48,7,4453,Expert
10,10,10,0,0,50,45,3,5984,Expert
0,0,0,0,0,59,42,4,5046,Expert
10,10,10,0,0,32,29,3,4755,Expert
50,50,50,0,0,76,69,9,5871,Expert
50,50,50,0,0,10,21,4,5934,Expert
70,70,70,20,0,92,69,15,5458,Expert
10,10,10,0,0,71,40,11,4296,Expert
10,10,10,0,0,111,68,16,5315,Expert
60,60,60,0,0,16,18,2,3067,Expert
140,140,140,20,0,64,60,6,2674,Expert
110,110,110,20,10,65,47,7,4971,Expert
20,20,20,0,0,80,77,9,5720,Expert
20,20,20,0,0,78,44,6,5561,Expert
0,0,0,0,0,41,34,2,5096,Expert
0,0,0,0,0,77,54,9,5984,Expert
50,50,50,20,0,24,20,4,4161,Expert
0,0,0,0,0,53,50,4,5526,Expert
60,60,60,10,0,198,114,14,5172,Expert
70,70,70,0,0,213,155,40,5316,Expert
20,20,20,10,0,263,187,73,5328,Expert
0,0,0,0,0,208,101,7,5341,Expert
10,10,10,0,0,156,111,19,6005,Expert
0,0,0,0,0,93,78,13,4758,Expert
0,0,0,0,0,183,64,12,4815,Expert
120,120,120,30,0,140,115,11,5660,Expert
20,20,20,0,0,107,83,15,5939,Expert
119,119,119,0,0,304,193,49,5689,Expert
0,0,0,0,0,112,107,7,3364,Expert
20,20,20,0,0,98,75,18,6022,Expert
70,70,70,10,0,265,192,78,5225,Expert
30,30,30,0,0,22,25,4,6023,Expert
20,20,20,20,0,130,81,11,5268,Expert
20,20,20,0,0,132,93,33,5206,Expert
153,153,153,40,0,38,17,4,2981,Expert
80,80,80,10,0,104,79,13,6015,Expert
89,89,89,0,0,357,197,35,5403,Expert
50,50,50,10,0,114,101,8,5898,Expert
30,30,30,10,0,45,33,8,5505,Expert
110,110,110,10,0,80,56,6,4133,Expert
40,40,40,10,0,103,82,12,5745,Expert
50,50,50,0,0,98,82,16,3507,Expert
40,40,40,10,0,73,94,12,4691,Expert
10,10,10,0,0,99,49,2,5112,Expert
20,20,20,10,0,62,57,4,6020,Expert
88,88,88,10,0,220,136,17,5225,Expert
130,130,130,10,0,228,161,24,5408,Expert
50,50,50,0,0,102,77,7,4041,Expert
212,212,212,19,0,75,57,5,4160,Expert
20,20,20,0,0,87,80,9,5263,Expert
10,10,10,0,0,289,208,79,5514,Expert
101,101,101,0,0,213,141,38,5982,Expert
10,10,10,10,0,199,124,25,6027,Expert
50,50,50,30,10,92,63,16,5678,Expert
0,0,0,0,0,125,78,7,5737,Expert
50,50,50,0,0,153,100,20,5477,Expert
0,0,0,0,0,71,61,18,6003,Expert
65,65,65,10,0,142,108,25,5653,Expert
80,80,80,10,0,45,35,4,4700,Expert
21,21,21,1,0,277,202,26,4837,Expert
50,50,50,0,0,238,157,49,4330,Expert
0,0,0,0,0,80,75,7,4261,Expert
40,40,40,0,0,42,43,5,5956,Expert
50,50,50,0,0,98,85,16,5051,Expert
110,110,110,0,0,151,108,18,5873,Expert
20,20,20,0,0,66,48,7,5724,Expert
20,20,20,0,0,298,210,46,5461,Expert
26,26,26,10,0,197,152,65,5946,Expert
118,118,118,20,0,215,159,32,5270,Expert
90,90,90,10,0,97,68,13,5716,Expert
105,105,105,10,0,106,81,4,5122,Expert
30,30,30,0,0,123,94,5,5549,Expert
40,40,40,30,0,92,84,10,5604,Expert
10,10,10,0,0,201,137,19,5408,Expert
20,20,20,10,0,3,17,1,5163,Expert
0,0,0,0,0,105,90,12,4738,Expert
20,20,20,10,0,286,186,60,5501,Expert
318,318,318,60,0,705,371,100,4207,Expert
58,58,58,10,0,85,64,14,5792,Expert
95,95,95,0,0,45,31,5,3088,Expert
10,10,10,0,0,45,36,5,6004,Expert
40,40,40,10,0,90,97,9,4894,Expert
50,50,50,10,0,183,129,41,5789,Expert
30,30,30,0,0,127,106,37,5980,Expert
70,70,70,20,0,125,95,16,5753,Expert
60,60,60,0,0,94,104,11,2656,Expert
10,10,10,0,0,9,23,6,5913,Expert
40,40,40,0,0,101,84,14,5625,Expert
40,40,40,10,0,89,62,11,4940,Expert
20,20,20,10,0,74,74,31,5922,Expert
106,106,106,8,0,116,103,6,5783,Expert
10,10,10,10,0,126,86,17,5746,Expert
30,30,30,0,10,73,49,7,4900,Expert
118,118,118,10,0,115,66,9,4774,Expert
30,30,30,10,0,101,89,7,5362,Expert
20,20,20,0,0,125,89,10,5742,Expert
30,30,30,0,0,189,142,30,5717,Expert
60,60,60,0,0,59,64,21,5869,Expert
0,0,0,0,0,67,86,8,4127,Expert
8,8,8,0,0,76,62,9,3553,Expert
20,20,20,0,0,339,212,54,5695,Expert
0,0,0,0,0,157,117,13,5566,Expert
50,50,50,0,0,115,82,12,5668,Expert
50,50,50,20,0,208,149,39,5854,Expert
20,20,20,0,0,130,105,10,5591,Expert
50,50,50,10,0,104,98,10,4589,Expert
40,40,40,0,0,88,61,5,3197,Expert
20,20,20,10,0,148,126,13,4707,Expert
20,20,20,20,0,112,96,7,5208,Expert
10,10,10,0,0,114,120,12,4503,Expert
118,118,118,10,0,119,124,17,5839,Expert
20,20,20,0,0,147,101,27,6017,Expert
80,80,80,20,0,327,216,47,4736,Expert
20,20,20,0,0,109,70,12,5406,Expert
180,180,180,40,0,38,37,3,4568,Expert
0,0,0,0,0,77,51,9,5312,Advanced
10,10,10,0,0,60,43,4,5143,Advanced
10,10,10,0,0,42,38,3,4679,Advanced
8,8,8,0,0,49,44,6,4088,Advanced
30,30,30,10,0,6,11,1,3603,Advanced
35,35,35,0,0,34,28,2,5972,Advanced
0,0,0,0,0,43,38,6,5851,Advanced
0,0,0,0,0,66,40,5,5802,Advanced
10,10,10,10,0,58,40,9,5304,Advanced
10,10,10,0,0,30,15,3,4011,Advanced
10,10,10,0,0,62,34,13,3452,Advanced
0,0,0,0,0,63,45,8,6011,Advanced
10,10,10,0,0,45,35,4,5529,Advanced
0,0,0,0,0,30,26,2,5541,Advanced
10,10,10,0,0,21,20,1,5477,Advanced
10,10,10,0,0,22,20,2,5431,Advanced
0,0,0,0,0,41,26,1,5415,Advanced
0,0,0,0,0,69,55,5,4902,Advanced
10,10,10,0,0,44,35,6,4880,Advanced
40,40,40,0,0,55,59,0,4506,Advanced
20,20,20,10,0,38,25,3,3513,Advanced
10,10,10,0,0,66,29,4,3434,Advanced
0,0,0,0,0,75,44,6,5632,Advanced
0,0,0,0,0,59,54,4,5594,Advanced
0,0,0,0,0,54,38,1,5309,Advanced
0,0,0,0,0,39,28,4,5225,Advanced
10,10,10,0,0,28,23,4,4971,Advanced
0,0,0,0,0,185,97,23,4730,Advanced
30,30,30,0,0,35,26,1,4459,Advanced
30,30,30,10,0,88,51,16,4317,Advanced
10,10,10,0,0,63,45,8,4294,Advanced
20,20,20,0,0,59,36,5,3232,Advanced
0,0,0,0,0,62,46,4,5751,Advanced
20,20,20,10,0,32,29,1,5721,Advanced
0,0,0,0,0,33,45,1,5660,Advanced
0,0,0,0,0,62,52,17,5478,Advanced
0,0,0,0,0,45,28,1,5333,Advanced
20,20,20,0,0,70,49,9,5281,Advanced
0,0,0,0,0,43,31,3,5184,Advanced
0,0,0,0,0,83,44,8,4832,Advanced
20,20,20,0,0,70,45,10,4367,Advanced
0,0,0,0,0,28,30,3,4170,Advanced
10,10,10,0,0,15,21,1,4024,Advanced
0,0,0,0,0,49,32,5,5832,Advanced
0,0,0,0,0,81,52,11,5746,Advanced
20,20,20,0,0,69,48,6,5475,Advanced
10,10,10,10,0,66,45,5,5291,Advanced
0,0,0,0,0,47,33,0,4751,Advanced
0,0,0,0,0,39,33,2,4568,Advanced
10,10,10,0,0,36,29,1,4465,Advanced
60,60,60,0,0,58,35,6,3097,Advanced
0,0,0,0,0,14,23,2,5917,Advanced
10,10,10,0,0,100,64,14,5538,Advanced
0,0,0,0,0,45,35,7,3494,Advanced
0,0,0,0,0,44,37,1,5266,Advanced
0,0,0,0,0,99,53,11,5116,Advanced
0,0,0,0,0,55,40,7,4940,Advanced
0,0,0,0,0,73,50,8,4932,Advanced
0,0,0,0,0,31,32,4,6002,Advanced
10,10,10,0,0,28,26,7,5613,Advanced
0,0,0,0,0,99,48,7,5499,Advanced
0,0,0,0,0,32,29,2,5424,Advanced
0,0,0,0,0,32,24,3,4486,Advanced
40,40,40,0,0,34,29,4,4474,Advanced
10,10,10,0,0,57,41,6,4126,Advanced
40,40,40,0,0,54,33,1,3964,Advanced
40,40,40,0,0,15,12,1,2775,Advanced
29,29,29,10,0,76,38,6,2397,Advanced
0,0,0,0,0,36,27,3,5988,Advanced
0,0,0,0,0,57,41,10,5627,Advanced
0,0,0,0,0,7,17,2,5366,Advanced
0,0,0,0,0,88,58,15,5275,Advanced
0,0,0,0,0,71,43,9,5212,Advanced
10,10,10,0,0,30,29,2,5169,Advanced
10,10,10,0,0,123,70,13,4721,Advanced
0,0,0,0,0,48,45,7,5992,Advanced
0,0,0,0,0,64,43,12,4590,Advanced
0,0,0,0,0,73,54,15,4272,Advanced
0,0,0,0,0,41,27,2,2956,Advanced
0,0,0,0,0,57,34,4,5911,Advanced
20,20,20,10,0,50,42,8,5861,Advanced
0,0,0,0,0,39,44,5,5737,Advanced
0,0,0,0,0,37,31,6,5136,Advanced
10,10,10,0,0,49,27,3,5121,Advanced
10,10,10,0,0,42,37,7,5025,Advanced
0,0,0,0,0,75,51,16,4573,Advanced
0,0,0,0,0,62,35,3,4533,Advanced
20,20,20,10,0,44,43,4,4409,Advanced
10,10,10,0,0,14,16,2,3282,Advanced
0,0,0,0,0,42,25,4,3238,Advanced
0,0,0,0,0,35,36,2,4971,Advanced
0,0,0,0,0,36,31,4,4784,Advanced
10,10,10,0,0,60,34,2,4755,Advanced
20,20,20,0,0,39,30,2,4296,Advanced
0,0,0,0,0,36,25,2,3869,Advanced
0,0,0,0,0,16,10,2,2907,Advanced
0,0,0,0,0,8,6,1,2070,Advanced
0,0,0,0,0,52,36,2,5939,Advanced
0,0,0,0,0,88,59,19,5582,Advanced
70,70,70,10,0,143,109,40,5760,Expert
40,40,40,0,0,32,16,2,2387,Expert
10,10,10,0,0,112,83,25,4570,Expert
70,70,70,0,0,96,93,18,3408,Expert
20,20,20,10,0,28,16,2,2345,Expert
39,39,39,0,0,122,83,9,4656,Expert
10,10,10,0,0,36,32,9,5529,Expert
18,18,18,0,0,115,64,14,3979,Expert
30,30,30,20,0,49,27,9,4856,Expert
30,30,30,0,0,105,75,23,4606,Expert
0,0,0,0,0,16,18,2,4134,Expert
0,0,0,0,0,53,39,4,5573,Expert
12,12,12,0,0,212,131,40,4711,Expert
35,35,35,0,0,52,35,2,5757,Expert
20,20,20,0,0,73,73,9,3848,Expert
18,18,18,8,0,119,117,6,2805,Expert
0,0,0,0,0,43,20,2,3412,Expert
0,0,0,0,0,57,39,4,5057,Expert
0,0,0,0,0,58,37,5,2045,Expert
10,10,10,0,0,84,73,6,5711,Expert
10,10,10,0,0,83,48,2,5577,Expert
10,10,10,10,0,92,58,7,5912,Expert
0,0,0,0,0,61,37,4,5254,Expert
0,0,0,0,0,99,64,6,5465,Expert
10,10,10,0,0,20,17,3,4630,Expert
40,40,40,10,0,52,50,6,5319,Expert
20,20,20,0,0,75,57,5,4543,Expert
40,40,40,10,0,83,64,6,5979,Expert
20,20,20,0,0,100,68,7,5712,Expert
30,30,30,10,0,69,55,6,3002,Expert
0,0,0,0,0,59,51,1,5884,Expert
48,48,48,20,0,77,69,8,5662,Expert
20,20,20,10,0,79,45,4,4428,Expert
10,10,10,0,0,63,48,5,5834,Expert
0,0,0,0,0,128,84,15,4651,Expert
20,20,20,0,0,98,67,7,3593,Expert
20,20,20,0,0,55,32,1,4851,Expert
30,30,30,0,0,71,61,10,4617,Expert
30,30,30,0,0,114,84,21,5584,Expert
20,20,20,10,0,57,31,3,4933,Expert
50,50,50,10,0,32,35,6,3043,Expert
0,0,0,0,0,111,67,15,5879,Expert
10,10,10,0,0,40,46,6,5723,Expert
90,90,90,0,0,66,43,3,4837,Expert
10,10,10,0,0,110,92,12,5854,Expert
0,0,0,0,0,56,38,3,5194,Expert
0,0,0,0,0,58,58,15,5970,Expert
20,20,20,0,0,89,70,18,5051,Expert
50,50,50,0,0,130,84,23,4355,Expert
10,10,10,0,0,30,30,4,5400,Expert
30,30,30,10,0,82,68,17,5982,Expert
10,10,10,0,0,78,60,4,5893,Expert
60,60,60,0,0,89,57,16,5743,Expert
10,10,10,0,0,62,40,8,5588,Expert
125,125,125,0,0,56,38,5,2896,Expert
35,35,35,0,0,79,55,6,4226,Expert
58,58,58,0,0,64,53,8,3386,Expert
0,0,0,0,0,120,77,14,5568,Expert
0,0,0,0,0,193,126,34,5568,Expert
10,10,10,0,0,91,68,7,4647,Expert
9,9,9,0,0,65,64,8,5633,Expert
30,30,30,10,0,39,33,2,5060,Expert
0,0,0,0,0,49,39,4,5185,Expert
30,30,30,0,0,50,42,6,4266,Expert
0,0,0,0,0,34,29,2,5351,Expert
0,0,0,0,0,105,86,12,5184,Expert
20,20,20,10,0,117,91,22,5984,Expert
0,0,0,0,0,94,69,12,5448,Expert
20,20,20,0,0,124,82,71,5262,Expert
10,10,10,0,0,56,44,3,5725,Expert
10,10,10,0,0,65,48,8,3512,Expert
0,0,0,0,0,91,62,8,5280,Expert
39,39,39,10,0,174,116,36,4980,Expert
10,10,10,0,0,41,45,5,4672,Expert
0,0,0,0,0,38,23,3,3534,Expert
0,0,0,0,0,87,55,6,6029,Expert
20,20,20,0,0,81,57,8,5597,Expert
0,0,0,0,0,17,23,2,5542,Expert
20,20,20,0,0,26,34,5,4986,Expert
10,10,10,0,0,48,42,8,5978,Expert
30,30,30,0,0,79,63,9,5557,Expert
0,0,0,0,0,44,33,7,4913,Expert
68,68,68,10,0,27,39,7,6028,Expert
40,40,40,0,0,94,62,14,5984,Expert
30,30,30,0,0,72,58,9,5984,Expert
328,328,328,25,0,75,44,2,5946,Expert
10,10,10,0,0,107,67,11,5163,Expert
10,10,10,0,0,138,80,22,4777,Expert
0,0,0,0,0,100,81,19,4953,Expert
0,0,0,0,0,59,37,4,4850,Expert
10,10,10,0,0,42,35,4,5180,Expert
50,50,50,10,0,108,60,8,3531,Expert
20,20,20,0,0,65,47,4,2582,Expert
